"","onDate","barOpen","barHigh","barLow","barClose","symbols","direction","justOpened","id","openFlag","openDate","openPrice","openQty","openReason","openCase","closeFlag","closeDate","closePrice","closeQty","closeReason","slpPrice","trailPrice","trailSlpPrice","trailTrigFlag","pbPrice","pbQty","pbCount","barCount"
"41",2016-05-19,181,181,171.9,172.7,"SBIN","LONG",TRUE,7,TRUE,2016-05-17,176.85,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",167.85,188.85,NA,FALSE,191.85,0,0,2
"42",2016-05-20,173.5,174.7,170.55,171.35,"SBIN","LONG",TRUE,7,TRUE,2016-05-17,176.85,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",167.85,188.85,NA,FALSE,191.85,0,0,3
"43",2016-05-23,172.3,172.7,168.2,168.4,"SBIN","LONG",TRUE,7,TRUE,2016-05-17,176.85,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",167.85,188.85,NA,FALSE,191.85,0,0,4
"44",2016-05-24,168.8,170.4,166.4,169.5,"SBIN","LONG",TRUE,7,TRUE,2016-05-17,176.85,6000,"Case#1","Case#1",TRUE,2016-05-24,167.85,6000,"SLP hit",167.85,188.85,NA,FALSE,191.85,0,0,5
"45",2016-05-27,184,202.4,181.5,195.9,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,6000,"Case#1","Case#1",TRUE,2016-05-27,199.15,3000,"Profit Booking",175.15,196.15,NA,FALSE,199.15,0,0,1
"46",2016-05-30,200.2,203.9,194.6,198.85,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,202.15,181.15,TRUE,214.15,0,0,2
"47",2016-05-31,198.8,205.7,196.2,204.95,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,208.15,187.15,TRUE,214.15,0,0,3
"48",2016-06-01,205.95,208.3,196.6,198.25,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,208.15,187.15,TRUE,214.15,0,0,4
"49",2016-06-02,197.85,202.3,195.55,200.55,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,5
"50",2016-06-03,201,202.15,195.4,196.6,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,6
"51",2016-06-06,197.45,202.6,197.1,198.9,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,7
"52",2016-06-07,200.45,211.15,200.15,210.15,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,8
"53",2016-06-08,210.15,211.9,207.55,210.7,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,9
"54",2016-06-09,210,212.8,208.3,209.95,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,10
"55",2016-06-10,209.35,211.5,205.3,205.95,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,11
"56",2016-06-13,201.5,202.6,200.2,201.8,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,12
"57",2016-06-14,204.35,208.6,203.8,207.7,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",FALSE,2016-05-27,199.15,0,"None",175.15,214.15,193.15,TRUE,214.15,0,0,13
"58",2016-06-15,209.75,217.55,208.55,216.05,"SBIN","LONG",TRUE,8,TRUE,2016-05-26,184.15,3000,"Case#1","Case#1",TRUE,2016-06-15,214.15,3000,"Profit Booking",175.15,214.15,193.15,TRUE,214.15,0,0,14
"59",2016-06-16,216,218.5,213.05,216,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,1
"60",2016-06-17,216.75,217.5,211.6,213.45,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,2
"61",2016-06-20,208,216.7,207.9,215.9,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,3
"62",2016-06-21,215,217.5,213.15,214,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,4
"63",2016-06-22,214,215.25,211.45,212.9,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,5
"64",2016-06-23,213,218,212.75,217.55,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",207.05,228.05,NA,FALSE,231.05,0,0,6
"65",2016-06-24,205.9,212.35,202.5,211.25,"SBIN","LONG",TRUE,9,TRUE,2016-06-15,216.05,6000,"Case#1","Case#1",TRUE,2016-06-24,205.9,6000,"SLP hit in Open",207.05,228.05,NA,FALSE,231.05,0,0,7
"66",2016-06-27,210.8,218.85,210.55,217.15,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,1
"67",2016-06-28,216.75,218.65,215.4,215.9,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,2
"68",2016-06-29,217.9,218.8,216.1,217.2,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,3
"69",2016-06-30,220,221.9,217.9,218.8,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,4
"70",2016-07-01,220.8,221,218.9,219.6,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,5
"71",2016-07-04,222.35,224.35,222,223,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,223.25,NA,FALSE,226.25,0,0,6
"72",2016-07-05,223.25,225.15,221.55,223.5,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,229.25,208.25,TRUE,226.25,0,0,7
"73",2016-07-07,223.9,224.6,219.35,220.05,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,229.25,208.25,TRUE,226.25,0,0,8
"74",2016-07-08,220.15,220.85,216.5,218.3,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,229.25,208.25,TRUE,226.25,0,0,9
"75",2016-07-11,223.6,225.45,222,224.7,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",202.25,229.25,208.25,TRUE,226.25,0,0,10
"76",2016-07-12,225,227.2,224.15,226.7,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,6000,"Case#1","Case#1",TRUE,2016-07-12,226.25,3000,"Profit Booking",202.25,229.25,208.25,TRUE,226.25,0,0,11
"77",2016-07-13,227,228.5,223.95,227.7,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,229.25,208.25,TRUE,241.25,0,0,12
"78",2016-07-14,227,232.85,226,232,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,229.25,208.25,TRUE,241.25,0,0,13
"79",2016-07-15,232.9,234.4,230.8,231.5,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,14
"80",2016-07-18,232.4,233.85,228.2,228.75,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,15
"81",2016-07-19,230,232.15,227,229.6,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,16
"82",2016-07-20,230.65,232.75,229.2,231.15,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,17
"83",2016-07-21,231.65,232.1,224.4,225.65,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,18
"84",2016-07-22,225.4,225.9,222.1,223.5,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,19
"85",2016-07-25,223,231,222.7,229.9,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,20
"86",2016-07-26,230,232.2,225.9,226.7,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,21
"87",2016-07-27,227.75,231,226.8,229.25,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,22
"88",2016-07-28,230.15,235.15,229.3,231,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,23
"89",2016-07-29,230,232.7,228.4,229.4,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,24
"90",2016-08-01,230.8,232.65,225.3,227.3,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,25
"91",2016-08-02,229.3,230.9,227.3,228.05,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,26
"92",2016-08-03,228.5,230.5,225.8,226.65,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,27
"93",2016-08-04,228.45,228.7,223.2,225.65,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,28
"94",2016-08-05,227.35,233.9,226.9,232.75,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,29
"95",2016-08-08,233.95,235.9,231.7,233.25,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,235.25,214.25,TRUE,241.25,0,0,30
"96",2016-08-09,234.25,238,232.65,235.15,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,241.25,220.25,TRUE,241.25,0,0,31
"97",2016-08-10,236.75,236.9,231.05,231.5,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,241.25,220.25,TRUE,241.25,0,0,32
"98",2016-08-11,231.5,231.6,226.1,227.15,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",FALSE,2016-07-12,226.25,0,"None",202.25,241.25,220.25,TRUE,241.25,0,0,33
"99",2016-08-12,227,247.95,224.4,243.3,"SBIN","LONG",TRUE,10,TRUE,2016-06-24,211.25,3000,"Case#1","Case#1",TRUE,2016-08-12,241.25,3000,"Profit Booking",202.25,241.25,220.25,TRUE,241.25,0,0,34
"100",2016-08-16,245.25,247.9,242.65,246.75,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",234.3,255.3,NA,FALSE,258.3,0,0,1
"101",2016-08-17,246.45,249.8,244.3,246.25,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",234.3,255.3,NA,FALSE,258.3,0,0,2
"102",2016-08-18,246.9,250.4,246.55,248.4,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",234.3,255.3,NA,FALSE,258.3,0,0,3
"103",2016-08-19,255,260,253.5,258.5,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,6000,"Case#1","Case#1",TRUE,2016-08-19,258.3,3000,"Profit Booking",234.3,255.3,NA,FALSE,258.3,0,0,4
"104",2016-08-22,259.8,260.4,254,254.8,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,5
"105",2016-08-23,254.9,255.8,251,254.75,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,6
"106",2016-08-24,254.95,256.2,253.5,254.4,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,7
"107",2016-08-25,254.9,255.55,248.6,250.15,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,8
"108",2016-08-26,250.3,250.7,245.85,246.6,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,9
"109",2016-08-29,245.85,249.85,244.25,249.05,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,10
"110",2016-08-30,250.15,252.9,249.8,252.25,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,11
"111",2016-08-31,253.25,255.8,251.2,252.5,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,12
"112",2016-09-01,251.95,254.85,251.15,252,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,13
"113",2016-09-02,252,255.2,251.65,254.6,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,14
"114",2016-09-06,257.2,261.5,256,260.1,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,261.3,240.3,TRUE,273.3,0,0,15
